facility_id,facility_name,city,facility_type,total_beds
F01922,Healthcare Facility 1922,Indore,Specialty Center,285
F01923,Healthcare Facility 1923,Agra,Clinic,48
F01924,Healthcare Facility 1924,Delhi,Clinic,158
F01925,Healthcare Facility 1925,Agra,Specialty Center,367
F01926,Healthcare Facility 1926,Jaipur,Diagnostic Center,469
F01927,Healthcare Facility 1927,Jaipur,Hospital,331
F01928,Healthcare Facility 1928,Morena,Clinic,104
F01929,Healthcare Facility 1929,Delhi,Clinic,268
F01930,Healthcare Facility 1930,Jaipur,Specialty Center,370
F01931,Healthcare Facility 1931,Jaipur,Specialty Center,333
F01932,Healthcare Facility 1932,Delhi,Hospital,252
F01933,Healthcare Facility 1933,Indore,Clinic,327
F01934,Healthcare Facility 1934,Gwalior,Diagnostic Center,80
F01935,Healthcare Facility 1935,Indore,Diagnostic Center,292
F01936,Healthcare Facility 1936,Gwalior,Specialty Center,238
F01937,Healthcare Facility 1937,Morena,Hospital,305
F01938,Healthcare Facility 1938,Indore,Specialty Center,268
F01939,Healthcare Facility 1939,Jaipur,Hospital,91
F01940,Healthcare Facility 1940,Delhi,Diagnostic Center,312
F01941,Healthcare Facility 1941,Delhi,Hospital,408
F01942,Healthcare Facility 1942,Jhansi,Diagnostic Center,429
F01943,Healthcare Facility 1943,Gwalior,Hospital,217
F01944,Healthcare Facility 1944,Indore,Specialty Center,99
F01945,Healthcare Facility 1945,Bhopal,Diagnostic Center,404
F01946,Healthcare Facility 1946,Bhopal,Clinic,156
F01947,Healthcare Facility 1947,Jaipur,Clinic,232
F01948,Healthcare Facility 1948,Gwalior,Diagnostic Center,346
F01949,Healthcare Facility 1949,Jaipur,Clinic,126
F01950,Healthcare Facility 1950,Agra,Diagnostic Center,467
F01951,Healthcare Facility 1951,Delhi,Specialty Center,226
F01952,Healthcare Facility 1952,Indore,Specialty Center,171
F01953,Healthcare Facility 1953,Indore,Hospital,152
F01954,Healthcare Facility 1954,Jaipur,Clinic,454
F01955,Healthcare Facility 1955,Morena,Clinic,185
F01956,Healthcare Facility 1956,Indore,Clinic,432
F01957,Healthcare Facility 1957,Bhopal,Diagnostic Center,449
F01958,Healthcare Facility 1958,Jaipur,Specialty Center,199
F01959,Healthcare Facility 1959,Agra,Clinic,140
F01960,Healthcare Facility 1960,Delhi,Hospital,193
F01961,Healthcare Facility 1961,Jhansi,Clinic,350
F01962,Healthcare Facility 1962,Indore,Hospital,87
F01963,Healthcare Facility 1963,Jhansi,Clinic,206
F01964,Healthcare Facility 1964,Agra,Clinic,157
F01965,Healthcare Facility 1965,Jhansi,Specialty Center,373
F01966,Healthcare Facility 1966,Jaipur,Hospital,407
F01967,Healthcare Facility 1967,Delhi,Clinic,327
F01968,Healthcare Facility 1968,Delhi,Hospital,349
F01969,Healthcare Facility 1969,Gwalior,Hospital,257
F01970,Healthcare Facility 1970,Gwalior,Specialty Center,37
F01971,Healthcare Facility 1971,Jhansi,Specialty Center,95
F01972,Healthcare Facility 1972,Morena,Hospital,454
F01973,Healthcare Facility 1973,Morena,Specialty Center,170
F01974,Healthcare Facility 1974,Indore,Clinic,127
F01975,Healthcare Facility 1975,Jhansi,Clinic,172
F01976,Healthcare Facility 1976,Agra,Specialty Center,335
F01977,Healthcare Facility 1977,Gwalior,Hospital,56
F01978,Healthcare Facility 1978,Delhi,Clinic,471
F01979,Healthcare Facility 1979,Gwalior,Diagnostic Center,352
F01980,Healthcare Facility 1980,Jhansi,Hospital,165
F01981,Healthcare Facility 1981,Delhi,Hospital,145
F01982,Healthcare Facility 1982,Gwalior,Diagnostic Center,304
F01983,Healthcare Facility 1983,Delhi,Diagnostic Center,127
F01984,Healthcare Facility 1984,Jhansi,Hospital,305
F01985,Healthcare Facility 1985,Agra,Diagnostic Center,259
F01986,Healthcare Facility 1986,Gwalior,Specialty Center,394
F01987,Healthcare Facility 1987,Bhopal,Specialty Center,121
F01988,Healthcare Facility 1988,Bhopal,Hospital,239
F01989,Healthcare Facility 1989,Delhi,Specialty Center,26
F01990,Healthcare Facility 1990,Agra,Clinic,235
F01991,Healthcare Facility 1991,Delhi,Specialty Center,188
F01992,Healthcare Facility 1992,Agra,Specialty Center,93
F01993,Healthcare Facility 1993,Jhansi,Diagnostic Center,312
F01994,Healthcare Facility 1994,Morena,Specialty Center,46
F01995,Healthcare Facility 1995,Gwalior,Hospital,296
F01996,Healthcare Facility 1996,Agra,Specialty Center,62
F01997,Healthcare Facility 1997,Jhansi,Specialty Center,326
F01998,Healthcare Facility 1998,Delhi,Hospital,112
F01999,Healthcare Facility 1999,Indore,Hospital,90
F02000,Healthcare Facility 2000,Indore,Diagnostic Center,288
